id_cliente,nome,sexo,data_nasc,cidade,uf,data_cadastro
23358,André Pereira,ND,1986-09-21,Porto Velho,CE,2020-05-29
23359,Sofia Oliveira,F,1979-09-21,Palmas,AM,2019-05-11
23360,Monique Gomes,ND,1992-06-28,Florianópolis,RR,2022-01-24
23361,Caio Costa,ND,1971-08-31,Teresina,RR,2024-07-20
23362,Rafael Barbosa,ND,1997-04-05,Teresina,AP,2021-02-07
23363,Luiz Souza,M,1996-08-23,Porto Velho,PR,2025-05-09
23364,Luiz Cardoso,M,1975-03-17,Porto Alegre,MT,2022-08-01
23365,Ana Lima,M,1996-01-30,Manaus,PB,2025-04-01
23366,Ana Souza,F,1958-08-06,São Luís,SP,2020-02-29
23367,Luca Rodrigues,F,1990-07-26,Florianópolis,MG,2024-12-06
23368,Akira Teixeira,F,1984-04-24,Belo Horizonte,ES,2020-09-19
23369,Fabrício Araujo,ND,1960-05-13,São Luís,RO,2023-07-26
23370,Lucas Costa,F,1964-01-17,Belém,AL,2023-02-16
23371,Marina Carvalho,ND,1990-03-26,Manaus,AL,2023-12-20
23372,Camila Barbosa,M,1976-08-02,Florianópolis,PB,2019-08-19
23373,Aline Rodrigues,M,1995-12-30,João Pessoa,RS,2020-08-06
23374,Maria Costa,F,1986-02-28,Maceió,PB,2025-05-24
23375,Patrícia Gomes,ND,1998-07-23,Maceió,RR,2024-05-18
23376,Luca Almeida,F,1955-08-18,Florianópolis,RN,2022-11-02
23377,Pedro Silva,M,1991-05-22,Florianópolis,RR,2019-01-04
23378,Patrícia Oliveira,M,1978-11-07,Cuiabá,MA,2023-04-20
23379,Roberto Lima,ND,1963-11-14,Boa Vista,MA,2023-03-18
23380,Patrícia Carvalho,M,1985-02-25,Porto Alegre,GO,2023-07-19
23381,Daniel Souza,F,2000-01-21,Belo Horizonte,GO,2019-03-10
23382,André Almeida,F,2005-06-01,Rio de Janeiro,PB,2019-12-30
23383,Carla Santos,M,1980-06-11,Cuiabá,AM,2021-12-30
23384,Luca Ferreira,M,1957-09-20,Belém,SC,2022-10-25
23385,Akira Almeida,F,1999-04-18,Rio de Janeiro,RN,2020-05-06
23386,Fabrício Dias,F,1999-12-14,Cuiabá,PI,2022-08-14
23387,Rafael Cardoso,F,1968-08-01,Curitiba,MG,2019-05-02
23388,Maria Barbosa,M,1994-08-16,Palmas,PI,2019-06-15
23389,Beatriz Teixeira,M,1983-07-11,Campo Grande,PI,2020-05-22
23390,Patrícia Rocha,M,2001-09-24,Teresina,RO,2021-06-25
23391,Lucas Silva,ND,1977-09-12,Brasília,MS,2021-07-02
23392,Rafael Lima,M,1992-01-09,Manaus,CE,2022-05-09
23393,Luca Teixeira,M,1995-04-19,Campo Grande,RJ,2024-06-23
23394,Sofia Martins,F,1974-05-28,Salvador,RN,2022-05-26
23395,Felipe Lima,ND,2004-02-15,João Pessoa,BA,2019-09-08
23396,Caio Silva,F,1991-11-29,São Paulo,GO,2019-08-26
23397,Gabriel Ferreira,ND,1999-01-12,Curitiba,AP,2023-12-25
23398,Lucas Dias,ND,1959-07-01,Macapá,MG,2020-11-16
23399,Luiz Lima,F,1963-01-09,Macapá,MT,2022-07-31
23400,Marina Pereira,M,1980-03-24,Rio de Janeiro,ES,2021-04-08
23401,Rafael Gomes,M,1985-08-24,Palmas,PA,2025-07-31
23402,Ana Carvalho,M,1989-11-01,Belém,SP,2024-12-22
23403,Aline Souza,M,1969-12-07,Manaus,PB,2024-07-29
23404,Felipe Carvalho,F,1992-03-04,Florianópolis,AL,2020-03-19
23405,Gabriel Gomes,F,1993-12-04,Fortaleza,RJ,2022-10-02
23406,Mariana Santos,ND,1992-07-10,Fortaleza,RR,2023-05-22
23407,Ana Almeida,ND,1992-12-22,Porto Velho,TO,2024-10-29
23408,Pedro Carvalho,M,2004-12-05,Palmas,MS,2021-06-01
23409,Rafael Souza,ND,1997-10-18,Porto Velho,PE,2019-03-05
23410,Fabrício Almeida,ND,1990-11-13,Recife,RJ,2024-06-20
23411,Paula Gomes,F,1973-03-24,Campo Grande,AM,2023-10-28
23412,Akira Araujo,ND,2001-09-17,Campo Grande,AL,2024-01-18
23413,Felipe Ferreira,M,1991-05-08,São Paulo,DF,2022-01-27
23414,Daniel Cardoso,ND,1983-06-28,Campo Grande,PB,2025-03-06
23415,Felipe Araujo,F,1968-01-26,Macapá,GO,2019-12-29
23416,Luiza Oliveira,M,1982-05-21,Fortaleza,RJ,2022-12-27
23417,Carla Ribeiro,F,1978-06-17,Manaus,ES,2019-12-14
23418,Marina Silva,ND,1976-07-05,João Pessoa,MS,2022-03-02
23419,Caio Almeida,F,1966-04-02,João Pessoa,SC,2025-04-05
23420,Fabrício Oliveira,F,1977-08-26,Recife,PI,2022-08-18
23421,Sofia Silva,M,1978-03-08,Belo Horizonte,MA,2021-11-22
23422,Lucas Pereira,M,1981-11-16,Teresina,MG,2019-06-16
23423,Sofia Rocha,M,1992-07-24,Natal,RR,2020-10-03
23424,Thiago Rocha,M,1986-05-21,Maceió,CE,2020-05-31
23425,Patrícia Silva,ND,1993-08-30,Brasília,PR,2020-05-27
23426,Fabrício Gomes,ND,1965-06-06,Rio de Janeiro,RJ,2021-11-28
23427,André Almeida,M,2004-02-08,Manaus,RR,2022-11-02
23428,Roberto Souza,ND,1988-10-09,Teresina,RN,2022-09-23
23429,Gabriel Lima,M,1986-09-21,João Pessoa,GO,2019-11-04
23430,Luiz Almeida,F,1992-02-04,João Pessoa,SC,2019-01-05
23431,Felipe Cardoso,M,1960-12-20,Fortaleza,MA,2020-09-13
23432,João Souza,F,1973-07-23,Curitiba,MA,2022-01-03
23433,Carla Ferreira,ND,1981-02-02,São Luís,PA,2020-06-22
23434,Maria Araujo,ND,1967-01-15,Maceió,MS,2025-02-20
23435,Juliana Silva,M,1955-07-05,Goiânia,RN,2019-04-01
23436,Marina Cardoso,M,1958-09-28,Teresina,MA,2021-10-05
23437,Mariana Silva,F,1974-07-01,Boa Vista,DF,2020-08-28
23438,Felipe Oliveira,M,1987-05-14,Vitória,MT,2021-02-26
23439,Daniel Araujo,F,1985-06-27,Curitiba,PB,2021-05-22
23440,Paula Lima,ND,2001-08-05,Brasília,PE,2023-07-10
23441,Mariana Araujo,M,1980-04-22,Macapá,RJ,2019-11-21
23442,Lucas Rocha,M,1985-08-29,Florianópolis,MG,2023-09-28
23443,Sofia Teixeira,ND,1984-02-21,Belo Horizonte,RR,2021-08-15
23444,Maria Santos,F,1998-03-30,Goiânia,TO,2019-05-26
23445,Rafael Almeida,M,2000-02-08,Belo Horizonte,RR,2019-12-15
23446,Camila Oliveira,M,1969-04-06,Macapá,GO,2020-05-24
23447,Caio Souza,ND,1980-12-11,Fortaleza,PI,2021-01-04
23448,Camila Souza,F,1984-10-23,Teresina,DF,2022-05-23
23449,Akira Silva,ND,1985-06-29,Belo Horizonte,MA,2020-02-27
23450,Ana Rocha,F,1960-11-21,Florianópolis,MS,2019-06-11
23451,Sofia Pereira,M,1986-07-30,São Luís,MT,2020-01-26
23452,Sofia Cardoso,F,1963-03-08,Porto Velho,RS,2024-12-12
23453,Sofia Dias,M,1995-01-02,Goiânia,AL,2020-09-21
23454,Patrícia Souza,M,1964-08-26,Palmas,ES,2023-11-10
23455,Marina Gomes,M,1971-04-08,Palmas,MG,2022-02-05
23456,Pedro Barbosa,ND,1989-05-19,Natal,AL,2023-05-28
23457,Fabrício Souza,ND,1985-11-02,Fortaleza,RJ,2019-01-11
23458,Rafael Silva,F,1961-12-14,Belém,BA,2023-01-12
23459,Sofia Gomes,ND,1978-04-22,Florianópolis,TO,2021-07-29
23460,Luiza Oliveira,ND,1963-08-08,Fortaleza,RO,2021-02-21
23461,Luiza Ribeiro,M,1956-05-30,Salvador,AM,2022-08-14
23462,Akira Rocha,F,1960-11-08,São Luís,CE,2019-09-24
23463,Gabriel Carvalho,M,1957-01-08,Manaus,RR,2025-02-14
23464,Sofia Almeida,M,1957-01-01,Porto Alegre,PE,2023-03-14
23465,Juliana Dias,M,1955-07-19,Natal,BA,2023-09-05
23466,Renan Rocha,M,1979-03-09,Recife,MA,2023-06-25
23467,Ana Souza,F,1965-09-17,São Paulo,BA,2022-11-21
23468,Ana Oliveira,M,1995-07-31,Curitiba,TO,2021-08-21
23469,Paula Oliveira,F,1989-07-25,Porto Velho,PB,2019-07-26
23470,Gabriel Souza,F,1999-08-13,Teresina,CE,2021-11-06
23471,Fabrício Lima,F,1961-03-16,Belo Horizonte,MA,2023-08-23
23472,Maria Ribeiro,M,1995-04-21,Cuiabá,PA,2019-10-07
23473,João Ribeiro,F,1973-11-19,São Paulo,PE,2021-02-25
23474,Luiz Ferreira,M,1967-01-05,São Luís,RR,2020-01-06
23475,Lucas Carvalho,M,1997-11-08,Florianópolis,ES,2022-03-04
23476,Gabriel Santos,F,1959-03-26,Porto Velho,MG,2025-03-24
23477,Akira Lima,F,1955-11-08,Teresina,MA,2022-12-14
23478,Thiago Gomes,ND,1955-12-27,Campo Grande,RJ,2022-11-26
23479,Felipe Lima,ND,1964-11-14,Macapá,SC,2020-09-09
23480,Sofia Carvalho,M,1982-06-21,São Luís,MA,2022-01-22
23481,Sofia Araujo,M,1984-11-06,Goiânia,CE,2020-07-15
23482,Luiz Pereira,M,1987-10-22,Rio de Janeiro,RN,2025-02-07
23483,Sofia Martins,F,1994-04-05,Florianópolis,RN,2023-09-06
23484,Rafael Dias,F,1966-08-24,Florianópolis,RS,2025-05-19
23485,Maria Rocha,ND,1956-06-23,Porto Alegre,PR,2021-06-20
23486,Paula Martins,ND,1959-06-25,Goiânia,RJ,2024-12-03
23487,Patrícia Lima,ND,1989-04-10,Curitiba,DF,2019-01-31
23488,Daniel Almeida,F,1995-03-07,Vitória,AP,2022-07-15
23489,Felipe Oliveira,ND,1998-07-13,Florianópolis,RO,2021-08-03
23490,Monique Costa,M,1965-07-13,João Pessoa,TO,2019-05-09
23491,Roberto Lima,F,1964-01-17,Belém,RN,2024-12-29
23492,Fabrício Teixeira,ND,1981-01-11,Campo Grande,MT,2022-01-13
23493,Pedro Pereira,F,1965-09-05,Salvador,MA,2025-01-06
23494,Thiago Silva,M,1962-07-27,Natal,GO,2020-04-12
23495,Mariana Gomes,M,1970-08-31,Porto Velho,MT,2019-02-18
23496,Beatriz Costa,F,2001-11-07,Macapá,PR,2024-06-29
23497,Daniel Carvalho,ND,1991-10-22,São Paulo,TO,2024-08-22
23498,André Dias,M,1999-10-08,Recife,AL,2020-10-24
23499,Juliana Barbosa,F,1966-07-26,Florianópolis,RN,2023-01-06
23500,Carla Teixeira,F,1965-03-01,Belém,MA,2020-04-03
23501,Felipe Santos,ND,1992-06-18,Brasília,CE,2019-11-17
23502,Aline Almeida,M,1981-09-01,Boa Vista,AM,2024-06-03
23503,Bruno Pereira,F,1992-06-10,Brasília,SC,2024-10-25
23504,André Costa,ND,1973-07-19,Recife,RJ,2023-12-11
23505,Felipe Carvalho,M,1987-04-23,Curitiba,ES,2022-09-05
23506,João Lima,F,1956-06-08,Recife,AL,2023-06-21
23507,Paula Rodrigues,F,1979-05-29,João Pessoa,SP,2025-03-02
23508,Fabrício Rodrigues,F,1960-12-19,Palmas,GO,2021-08-17
23509,André Cardoso,M,1961-05-04,Belo Horizonte,MG,2019-06-26
23510,Luiz Souza,F,1999-02-26,Rio de Janeiro,RS,2021-04-27
23511,Mariana Santos,M,1955-06-04,Porto Alegre,RJ,2024-08-31
23512,Monique Barbosa,F,1979-08-31,Curitiba,RO,2022-09-09
23513,Monique Cardoso,ND,1957-02-25,Porto Velho,DF,2020-02-14
23514,Akira Santos,ND,2004-03-25,Teresina,RS,2019-04-28
23515,Aline Barbosa,F,1990-06-25,Florianópolis,RJ,2024-09-17
23516,Maria Silva,F,1988-03-04,Vitória,AP,2024-09-08
23517,Monique Dias,M,1999-12-06,Curitiba,MT,2020-12-09
23518,André Rodrigues,ND,1981-06-07,Manaus,MS,2023-07-18
23519,Pedro Cardoso,F,1982-01-24,Cuiabá,PI,2019-10-14
23520,Maria Gomes,M,1986-08-27,Curitiba,AM,2021-04-08
23521,Juliana Ribeiro,ND,1986-01-30,São Luís,BA,2019-09-25
23522,Luiza Silva,ND,2001-03-30,Porto Velho,SP,2021-04-03
23523,Roberto Gomes,ND,1975-07-11,Macapá,PE,2021-02-09
23524,Rafael Teixeira,M,1962-02-06,Manaus,AM,2019-10-20
23525,André Lima,ND,1980-11-27,Natal,AL,2020-04-30
23526,Monique Araujo,M,1982-07-29,Florianópolis,SC,2021-05-05
23527,Rafael Gomes,ND,1992-02-25,João Pessoa,SP,2025-07-21
23528,Fabrício Rodrigues,F,1961-06-04,Rio de Janeiro,MS,2019-05-22
23529,Sofia Almeida,M,1977-07-15,Natal,AP,2024-04-10
23530,Carla Almeida,ND,1965-03-17,Recife,RN,2024-04-10
23531,Mariana Silva,F,1996-07-30,Curitiba,MA,2023-02-03
23532,João Gomes,ND,2005-04-17,Goiânia,MG,2025-04-11
23533,Renan Silva,M,1964-02-02,Teresina,SC,2025-01-29
23534,Fabrício Carvalho,ND,2001-02-18,Florianópolis,RJ,2025-06-30
23535,Rafael Silva,F,1966-04-05,Palmas,AL,2022-05-21
23536,Maria Araujo,M,2002-03-31,Porto Alegre,AP,2025-04-20
23537,Camila Ferreira,F,1989-12-01,Goiânia,PR,2021-07-20
23538,Camila Ribeiro,M,1979-12-12,João Pessoa,ES,2021-09-02
23539,Marina Ribeiro,F,1964-08-12,Florianópolis,MG,2024-06-02
23540,Daniel Cardoso,ND,1984-08-25,Manaus,MT,2022-11-21
23541,André Rocha,F,1965-03-29,Macapá,PI,2020-03-15
23542,Akira Cardoso,M,2005-02-09,Porto Alegre,MA,2023-11-09
23543,Bruno Silva,M,1982-06-21,Fortaleza,PA,2023-08-03
23544,Marina Teixeira,ND,1971-09-17,Teresina,RO,2019-01-28
23545,André Martins,M,1987-01-04,Belém,PI,2021-09-12
23546,Mariana Cardoso,F,2003-05-18,São Paulo,TO,2021-03-02
23547,Felipe Ferreira,M,1992-05-29,Porto Alegre,PR,2023-02-04
23548,Aline Dias,F,1983-08-14,São Paulo,PI,2021-03-19
23549,Felipe Almeida,M,1968-01-11,Florianópolis,CE,2021-05-30
23550,Luiz Oliveira,M,1969-02-09,Fortaleza,AM,2024-11-13
23551,Daniel Barbosa,ND,1964-04-15,Boa Vista,SP,2021-12-05
23552,Rafael Carvalho,F,1960-02-01,Cuiabá,AP,2022-05-14
23553,Beatriz Araujo,F,1997-04-09,Belo Horizonte,BA,2024-12-05
23554,Luca Souza,ND,1962-04-29,Campo Grande,PR,2021-01-05
23555,Patrícia Rodrigues,M,1978-07-18,Curitiba,ES,2021-10-30
23556,Maria Almeida,M,1981-12-04,Goiânia,CE,2020-04-10
23557,Beatriz Teixeira,M,2000-03-21,Cuiabá,RO,2022-08-16
23558,Ana Carvalho,F,1979-05-01,Recife,PE,2020-05-23
23559,Luiz Santos,F,1956-11-28,Cuiabá,RS,2020-05-09
23560,Marina Costa,ND,1957-02-13,Porto Alegre,MT,2019-09-14
23561,Patrícia Cardoso,F,1994-11-03,São Paulo,RS,2024-05-03
23562,Monique Carvalho,F,1970-11-08,Macapá,PE,2019-02-12
23563,Roberto Lima,ND,1978-10-31,Palmas,MA,2021-06-26
23564,Patrícia Ferreira,F,1985-08-18,Recife,MA,2020-01-22
23565,Gabriel Lima,M,1996-09-04,Belo Horizonte,AP,2022-11-27
23566,Roberto Lima,M,1982-05-21,Manaus,RN,2022-03-13
23567,Akira Barbosa,M,1988-12-13,Brasília,DF,2020-02-15
23568,Aline Santos,ND,2004-05-28,Palmas,MT,2022-07-14
23569,Marina Barbosa,ND,1962-09-09,Recife,ES,2025-07-25
23570,João Rodrigues,F,1978-07-01,Recife,PI,2021-07-03
23571,Renan Araujo,F,1961-02-04,Boa Vista,AM,2022-05-16
23572,Renan Gomes,ND,1967-11-25,Campo Grande,GO,2022-04-08
23573,Thiago Lima,M,1967-08-04,Curitiba,RS,2021-05-08
23574,Caio Costa,F,1993-10-13,Rio de Janeiro,SC,2019-12-29
23575,Daniel Lima,ND,1966-03-06,Rio de Janeiro,RN,2020-02-24
23576,Paula Almeida,ND,1977-03-10,Belo Horizonte,DF,2023-06-03
23577,Rafael Dias,F,1992-02-08,Belém,PR,2021-10-28
23578,Rafael Rodrigues,M,2002-03-09,Recife,RN,2019-07-15
23579,Marina Costa,M,1996-10-19,Campo Grande,RN,2020-09-25
23580,Bruno Pereira,F,1964-09-28,São Luís,RR,2020-11-17
23581,Pedro Rocha,M,1962-06-08,Manaus,BA,2023-09-26
23582,Felipe Lima,M,1965-07-10,Belém,RR,2021-03-05
23583,Felipe Almeida,F,1985-07-30,Salvador,RJ,2024-07-11
23584,Maria Gomes,F,1994-02-24,Brasília,PB,2025-06-14
23585,Bruno Souza,F,2004-08-27,Vitória,GO,2021-01-02
23586,Fabrício Pereira,F,1964-06-29,Macapá,PR,2021-01-17
23587,Roberto Rodrigues,F,2003-04-30,Manaus,AP,2025-03-26
23588,Mariana Araujo,ND,1966-09-24,Rio de Janeiro,PR,2023-11-03
23589,Fabrício Ribeiro,M,1973-05-18,Campo Grande,MG,2022-05-24
23590,Daniel Ferreira,M,1957-12-13,Maceió,MS,2019-11-07
23591,Juliana Souza,M,1956-12-13,Salvador,MS,2019-07-09
23592,Carla Silva,F,1991-12-10,Natal,PE,2022-08-30
23593,Luca Costa,ND,2005-03-18,Salvador,PE,2021-04-27
23594,Marina Souza,ND,2005-01-07,Vitória,PA,2019-03-13
23595,Mariana Ribeiro,M,1986-04-07,Porto Alegre,AM,2022-06-07
23596,Bruno Souza,F,1975-12-19,São Paulo,RS,2023-12-09
23597,Roberto Santos,F,1963-11-19,Goiânia,TO,2023-11-21
23598,Paula Rodrigues,ND,1966-10-05,Goiânia,CE,2019-03-01
23599,Fabrício Araujo,ND,1997-07-04,São Luís,CE,2020-03-29
23600,Luiza Rodrigues,F,2004-07-18,Fortaleza,MS,2019-04-15
23601,Paula Costa,ND,1978-04-30,Brasília,PR,2019-12-01
23602,Juliana Ribeiro,M,1969-02-24,Goiânia,RJ,2024-04-04
23603,Ana Almeida,F,1986-03-29,Belém,DF,2021-04-07
23604,Daniel Rocha,F,1980-07-23,Boa Vista,PR,2020-04-21
23605,Juliana Carvalho,M,1958-07-17,Boa Vista,ES,2023-09-20
23606,Sofia Rocha,ND,1992-09-02,Porto Velho,MT,2024-07-01
23607,Akira Ribeiro,ND,2005-01-01,Cuiabá,SP,2021-03-05
23608,Paula Costa,F,1989-01-01,Fortaleza,TO,2023-01-24
23609,Pedro Ribeiro,M,1966-06-01,Florianópolis,MG,2021-09-28
23610,Beatriz Cardoso,ND,1995-01-26,Maceió,SP,2025-02-03
23611,Felipe Cardoso,F,1955-10-02,Goiânia,BA,2022-04-15
23612,Rafael Almeida,F,1960-10-14,São Luís,RS,2023-05-10
23613,Gabriel Teixeira,F,1980-11-19,Salvador,MG,2020-06-09
23614,Mariana Lima,ND,1976-07-18,Maceió,RJ,2021-05-22
23615,André Araujo,M,1963-07-07,Macapá,RO,2022-05-21
23616,Juliana Teixeira,ND,1981-05-21,Brasília,RR,2022-11-06
23617,João Teixeira,F,1957-11-18,Fortaleza,RN,2020-04-17
23618,Rafael Oliveira,M,1999-09-22,Boa Vista,SP,2019-03-20
23619,Fabrício Almeida,M,1971-05-26,Rio de Janeiro,MT,2024-05-04
23620,Roberto Ribeiro,F,1976-08-28,Palmas,RS,2020-09-27
23621,Renan Oliveira,F,1989-03-29,Campo Grande,RN,2024-08-19
23622,André Rocha,F,1957-10-11,São Luís,AL,2019-11-19
23623,Maria Rocha,ND,1962-09-19,São Paulo,MS,2023-10-25
23624,Roberto Pereira,M,1994-11-01,Manaus,PA,2021-07-11
23625,Daniel Ribeiro,ND,1970-04-04,Florianópolis,RR,2020-03-13
23626,Caio Ribeiro,F,1998-09-02,Goiânia,SP,2022-11-23
23627,Carla Ribeiro,F,1959-02-12,João Pessoa,MA,2021-12-07
23628,Luca Carvalho,F,1998-03-15,Porto Velho,RO,2025-04-09
23629,Luiza Araujo,M,1983-12-21,Belo Horizonte,PE,2023-04-22
23630,Akira Gomes,M,1994-06-25,Boa Vista,PE,2023-01-26
23631,Pedro Santos,F,1986-09-27,Manaus,PI,2020-11-22
23632,Luca Cardoso,ND,1985-08-16,Belém,AL,2021-06-24
23633,Luca Pereira,ND,1973-07-17,Vitória,CE,2022-02-08
23634,Rafael Ferreira,F,1970-07-12,Florianópolis,MG,2023-02-21
23635,Akira Barbosa,F,1957-03-14,Recife,SP,2025-03-01
23636,Monique Santos,M,1991-04-08,Curitiba,RR,2020-06-27
23637,Daniel Martins,ND,1972-08-24,Salvador,DF,2019-06-04
23638,Roberto Carvalho,F,1987-06-25,Belém,RO,2025-06-17
23639,Beatriz Ribeiro,ND,1980-09-17,Curitiba,RR,2022-03-30
23640,Akira Ferreira,F,2003-08-20,Belém,RN,2020-06-13
23641,Thiago Rodrigues,F,1983-05-25,São Paulo,CE,2025-01-17
23642,Ana Santos,ND,1981-07-14,Florianópolis,PI,2022-10-26
23643,Fabrício Martins,ND,2004-08-17,Cuiabá,SP,2020-09-01
23644,Roberto Rocha,F,2003-10-10,Porto Alegre,PE,2021-04-08
23645,Luiza Oliveira,F,1958-07-12,Florianópolis,RN,2024-01-18
23646,Maria Pereira,ND,2005-05-28,Salvador,MG,2023-02-03
23647,Fabrício Teixeira,M,1991-01-12,Recife,AL,2019-05-17
23648,Lucas Barbosa,ND,1955-12-15,Vitória,AP,2024-01-12
23649,Bruno Souza,M,1998-08-03,Natal,SP,2024-09-08
23650,Renan Barbosa,ND,1991-04-11,Belo Horizonte,CE,2020-05-28
23651,Monique Rocha,F,1965-03-29,Macapá,GO,2019-06-22
23652,Sofia Lima,M,1963-04-04,Porto Velho,ES,2019-05-15
23653,Patrícia Ferreira,ND,1976-07-30,Palmas,ES,2024-02-07
23654,Renan Silva,M,1962-07-29,Natal,PA,2024-05-13
23655,Beatriz Rodrigues,M,1995-10-02,João Pessoa,SC,2025-01-27
23656,Felipe Barbosa,M,1986-06-12,Porto Alegre,RR,2025-07-13
23657,Paula Barbosa,F,1979-04-14,Salvador,PA,2024-06-25
23658,Luiz Souza,F,2005-07-17,São Paulo,PR,2020-11-12
23659,Patrícia Barbosa,M,1971-09-04,Macapá,BA,2020-09-27
23660,André Dias,F,1990-04-05,Recife,RO,2019-01-14
23661,Patrícia Rocha,M,2000-10-26,Cuiabá,RO,2019-10-22
23662,Carla Ferreira,ND,1956-02-01,João Pessoa,RJ,2020-02-17
23663,Aline Araujo,F,1994-06-15,Cuiabá,RN,2019-03-09
23664,Daniel Gomes,F,1987-01-13,Brasília,BA,2021-09-13
23665,Bruno Ferreira,F,1973-06-04,Fortaleza,SC,2021-01-07
23666,Patrícia Dias,F,2003-03-01,Belém,MG,2022-07-28
23667,Paula Barbosa,F,1987-10-07,Recife,ES,2024-11-11
23668,Patrícia Costa,M,1955-02-14,Natal,PB,2024-07-30
23669,Aline Barbosa,ND,1972-09-13,Goiânia,RS,2020-05-05
23670,Luiza Gomes,ND,1959-08-22,Curitiba,GO,2022-05-09
23671,Paula Barbosa,F,1976-07-24,Macapá,TO,2019-03-11
23672,Lucas Barbosa,ND,1959-09-25,Palmas,PB,2023-12-24
23673,Fabrício Carvalho,F,1981-09-14,João Pessoa,PE,2021-06-13
23674,Rafael Martins,ND,1957-05-13,João Pessoa,RJ,2023-08-09
23675,Renan Oliveira,ND,1984-01-04,Campo Grande,MG,2022-04-05
23676,João Rodrigues,M,2000-09-20,Brasília,BA,2025-05-11
23677,Caio Silva,ND,1998-08-09,São Luís,AL,2024-10-16
23678,Maria Santos,M,1961-06-09,Rio de Janeiro,RS,2019-06-20
23679,Luiz Dias,M,1967-01-20,Goiânia,PR,2023-06-17
23680,Roberto Gomes,M,1959-02-07,Rio de Janeiro,TO,2023-04-22
23681,Monique Dias,F,1973-06-24,Salvador,MS,2020-07-22
23682,João Rodrigues,ND,1955-03-22,Fortaleza,AL,2025-02-01
23683,Akira Almeida,F,1972-12-13,Boa Vista,GO,2020-12-02
23684,Juliana Lima,F,1970-03-16,Rio de Janeiro,AM,2024-08-01
23685,Pedro Barbosa,F,1981-09-16,Campo Grande,SC,2024-10-12
23686,Carla Cardoso,F,1965-08-22,João Pessoa,CE,2024-03-06
23687,Bruno Costa,F,2000-03-29,São Luís,PB,2021-12-13
23688,Akira Rodrigues,F,1964-02-03,Rio de Janeiro,GO,2021-04-30
23689,Daniel Oliveira,M,1982-01-10,Recife,ES,2024-10-27
23690,Luca Cardoso,ND,2005-09-12,São Paulo,PI,2021-12-28
23691,Sofia Lima,ND,1975-11-15,Recife,RO,2024-01-31
23692,Lucas Pereira,F,1978-11-02,Belém,TO,2023-10-08
23693,Lucas Ferreira,F,1975-03-14,Porto Alegre,ES,2019-08-19
23694,Sofia Lima,M,2004-04-24,Rio de Janeiro,CE,2022-07-13
23695,Luiza Martins,F,1957-09-12,Florianópolis,RO,2021-11-23
23696,Carla Cardoso,F,1961-08-18,Goiânia,TO,2023-10-27
23697,Maria Ferreira,M,1970-09-14,Natal,MG,2020-05-03
23698,Beatriz Pereira,ND,1985-01-29,Belém,RO,2021-05-31
23699,Akira Gomes,ND,1968-03-07,João Pessoa,AM,2023-11-12
23700,Luiz Souza,ND,1989-05-15,Salvador,PE,2023-04-28
23701,Mariana Martins,F,1969-10-26,João Pessoa,MT,2021-07-13
23702,André Lima,F,1996-01-10,Belo Horizonte,PR,2021-09-18
23703,Beatriz Souza,F,1986-08-04,Manaus,PE,2019-09-11
23704,Caio Dias,M,1960-07-21,Manaus,PB,2023-10-15
23705,Maria Rodrigues,ND,1992-07-23,Vitória,GO,2023-07-26
23706,Monique Santos,M,1985-10-23,Florianópolis,TO,2023-04-26
23707,Carla Pereira,F,1965-03-30,Maceió,GO,2024-08-10
23708,Mariana Dias,ND,1983-05-19,Florianópolis,SP,2021-05-03
23709,Marina Rocha,ND,1983-08-17,Brasília,RS,2019-05-24
23710,Carla Gomes,M,2005-02-10,Campo Grande,RN,2019-08-21
23711,Akira Silva,F,1993-08-06,São Paulo,AP,2020-09-12
23712,Renan Dias,M,1964-09-25,Palmas,PE,2021-11-17
23713,Maria Barbosa,M,1963-11-24,Rio de Janeiro,MT,2024-04-23
23714,Marina Silva,ND,1957-07-06,Recife,PI,2023-09-25
23715,Gabriel Dias,ND,1986-03-06,Manaus,RN,2019-01-07
23716,João Araujo,F,1983-03-31,Cuiabá,MS,2020-06-15
23717,Rafael Pereira,ND,1957-06-09,São Luís,SP,2022-05-27
23718,Beatriz Silva,ND,1991-08-25,Vitória,GO,2021-10-13
23719,Luca Cardoso,M,1962-09-08,Cuiabá,PR,2020-07-27
23720,Luca Rocha,F,1986-03-18,Cuiabá,PE,2020-07-04
23721,Luiza Dias,ND,1996-05-12,Cuiabá,PA,2023-12-07
23722,Felipe Cardoso,F,1965-10-04,Maceió,RR,2020-09-12
23723,Beatriz Pereira,M,1971-01-23,Maceió,SC,2025-06-23
23724,Pedro Oliveira,M,1997-01-26,Porto Alegre,MA,2020-09-16
23725,Patrícia Souza,ND,1962-10-11,Boa Vista,MT,2022-06-25
23726,Luiza Rocha,ND,1965-04-16,Belo Horizonte,RN,2020-03-24
23727,Carla Gomes,F,1976-07-19,Goiânia,RN,2024-12-27
23728,Roberto Costa,ND,1969-12-11,Maceió,MS,2021-06-05
23729,Caio Costa,M,1987-11-05,Goiânia,MG,2019-06-03
23730,Ana Ribeiro,ND,2001-05-13,Natal,CE,2019-10-16
23731,Ana Oliveira,F,1980-11-22,Fortaleza,CE,2019-03-22
23732,Beatriz Martins,ND,1998-05-14,Fortaleza,RO,2023-12-16
